CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11370,MS.,ALICIA,XU,4/1/1978,M,F,alicia3@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y
11373,MRS.,CARLY,LUO,9/20/1943,M,F,carly5@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11376,MR.,LANCE,VAZQUEZ,6/10/1943,S,M,lance14@adventure-works.com,"$40,000 ",1,Graduate Degree,Clerical,Y
11381,MRS.,MEREDITH,RAMAN,8/22/1959,M,F,meredith11@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
11391,MRS.,LINDSAY,XIE,12/27/1970,S,F,lindsay3@adventure-works.com,"$10,000 ",2,High School,Manual,Y
11396,MR.,IAN,LOPEZ,10/5/1969,M,M,ian27@adventure-works.com,"$10,000 ",2,High School,Manual,N
11412,MRS.,SYDNEY,BRYANT,4/9/1954,S,F,sydney40@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
11413,MRS.,MEGAN,STEWART,4/15/1954,M,F,megan27@adventure-works.com,"$80,000 ",4,Partial College,Professional,N
11414,MR.,IAN,RICHARDSON,3/18/1954,S,M,ian76@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
11418,MR.,RAFAEL,HU,2/9/1945,S,M,rafael20@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
11421,MRS.,AMY,SUN,7/19/1946,M,F,amy19@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y
11423,MRS.,JASMINE,STEWART,11/5/1954,M,F,jasmine22@adventure-works.com,"$80,000 ",4,Partial College,Professional,N
11427,MRS.,DESIREE,DOMINGUEZ,12/18/1953,M,F,desiree9@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y
11428,MRS.,DEANNA,PEREZ,8/22/1953,S,F,deanna24@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y
11431,MR.,BRYANT,GARCIA,10/27/1952,M,M,bryant14@adventure-works.com,"$110,000 ",4,Partial College,Professional,Y
11443,MS.,GRACE,GRIFFIN,5/22/1976,S,F,grace67@adventure-works.com,"$60,000 ",0,Bachelors,Professional,N
11463,MS.,ALISHA,BECK,3/12/1972,M,F,alisha45@adventure-works.com,"$110,000 ",0,High School,Management,N
11466,MR.,GRANT,TANG,8/3/1971,M,M,grant6@adventure-works.com,"$150,000 ",0,Partial High School,Management,Y
11467,MR.,ARTURO,ZHENG,10/7/1969,M,M,arturo21@adventure-works.com,"$170,000 ",1,Graduate Degree,Management,Y
11468,MRS.,JACLYN,ANDERSEN,6/18/1975,M,F,jaclyn37@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11474,MR.,MELVIN,XU,2/22/1980,S,M,melvin5@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
11476,MRS.,ERIKA,NAVARRO,11/17/1974,M,F,erika7@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11482,MS.,ADRIENNE,TORRES,7/19/1972,S,F,adrienne8@adventure-works.com,"$30,000 ",0,High School,Manual,N
11485,MR.,DONALD,CHANDRA,8/7/1972,M,M,donald4@adventure-works.com,"$40,000 ",2,Partial College,Clerical,N
11486,MS.,ARIANA,ROGERS,5/25/1971,S,F,ariana17@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y
11488,MR.,JERMAINE,LOPEZ,9/21/1971,S,M,jermaine15@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
11489,MS.,DEBORAH,GOEL,3/7/1971,S,F,deborah21@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11491,MR.,ANDRE,PEREZ,4/6/1971,M,M,andre20@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
11493,MRS.,DAWN,WU,12/2/1970,S,F,dawn8@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11495,MR.,FRANCIS,JIMENEZ,9/4/1971,S,M,francis3@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11497,MRS.,KATRINA,NATH,11/26/1970,S,F,katrina17@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
11506,MR.,NICHOLAS,BROWN,5/17/1966,S,M,nicholas6@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
11517,MRS.,KATHERINE,BRYANT,6/20/1954,M,F,katherine44@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11521,MRS.,ARIANA,PETERSON,12/9/1955,M,F,ariana4@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11527,MRS.,JENNA,GREEN,6/4/1956,M,F,jenna14@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11530,MR.,ANDREW,MARTINEZ,7/26/1957,M,M,andrew24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11532,MRS.,LAUREN,MILLER,2/26/1957,M,F,lauren24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
11544,MR.,JOEL,GARCIA,5/7/1968,M,M,joel14@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11556,MR.,LUCAS,EVANS,5/14/1967,M,M,lucas10@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
11558,MR.,IVAN,MALHOTRA,8/22/1967,S,M,ivan3@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11559,MR.,FREDERICK,SUBRAM,12/16/1967,S,M,frederick12@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11560,MRS.,WHITNEY,SRINI,8/13/1967,S,F,whitney7@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
11568,MRS.,ALEXIA,FOSTER,10/23/1966,S,F,alexia13@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11569,MR.,TROY,MALHOTRA,5/10/1966,M,M,troy5@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
11575,MR.,JACKSON,CAMPBELL,4/21/1965,S,M,jackson37@adventure-works.com,"$20,000 ",2,High School,Manual,Y
11586,MR.,ALBERTO,ROMERO,12/15/1965,M,M,alberto10@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11603,MR.,GEOFFREY,GONZALEZ,2/6/1977,S,M,geoffrey16@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
11604,MR.,EDGAR,SANCHEZ,6/3/1977,S,M,edgar21@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
11627,MR.,DALTON,GRAY,2/27/1973,M,M,dalton76@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11633,MR.,THOMAS,ANDERSON,5/26/1972,M,M,thomas71@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11636,MRS.,KIMBERLY,COX,12/22/1972,S,F,kimberly14@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11638,MR.,ANTONIO,POWELL,3/12/1972,M,M,antonio8@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11641,MR.,JAMES,CHEN,8/12/1970,M,M,james41@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
11645,MRS.,GABRIELLA,TURNER,10/19/1969,S,F,gabriella27@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11648,MR.,KEVIN,SCOTT,4/16/1969,S,M,kevin50@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11651,MRS.,PATRICIA,GARCIA,12/17/1971,M,F,patricia18@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11653,MRS.,SYDNEY,PETERSON,6/8/1971,S,F,sydney15@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11655,MRS.,TAMARA,SHARMA,4/1/1971,S,F,tamara21@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
11656,MRS.,KATELYN,PEREZ,9/20/1971,M,F,katelyn35@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11660,MRS.,MIRANDA,GONZALES,1/22/1969,M,F,miranda17@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11669,MRS.,ISABELLA,SIMMONS,10/21/1967,S,F,isabella25@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11670,MRS.,JACQUELINE,PERRY,10/17/1967,S,F,jacqueline8@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
11672,MR.,CHAD,JAI,9/21/1966,M,M,chad13@adventure-works.com,"$60,000 ",3,Bachelors,Skilled Manual,Y
11674,MS.,MORGAN,ROGERS,8/18/1966,M,F,morgan49@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11689,MR.,IAN,DIAZ,9/6/1965,M,M,ian62@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,Y
11694,MR.,JONATHON,ORTEGA,3/24/1964,M,M,jonathon16@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11695,MR.,LOGAN,CAMPBELL,1/11/1964,M,M,logan33@adventure-works.com,"$50,000 ",5,Bachelors,Skilled Manual,Y
11697,MR.,EDUARDO,LEE,6/24/1964,M,M,eduardo21@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11698,MR.,JACKSON,WRIGHT,11/25/1964,M,M,jackson51@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11699,MR.,CHASE,PETERSON,3/16/1963,S,M,chase5@adventure-works.com,"$60,000 ",4,Bachelors,Skilled Manual,N
11706,MR.,BLAKE,PEREZ,2/14/1963,M,M,blake39@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
11709,MRS.,HAILEY,COLLINS,2/19/1963,S,F,hailey45@adventure-works.com,"$60,000 ",3,Graduate Degree,Professional,N
11719,MR.,BLAKE,GREEN,5/8/1960,M,M,blake32@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11721,MRS.,JENNIFER,ALEXANDER,1/22/1960,M,F,jennifer92@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11723,MR.,LUKE,COLEMAN,8/21/1967,S,M,luke24@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
11732,MR.,ERICK,SANCHEZ,2/8/1959,M,M,erick20@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11740,MRS.,JAN,HALL,4/24/1959,M,F,jan18@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,N
11744,MRS.,STEPHANIE,CAMPBELL,9/7/1958,M,F,stephanie54@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
11747,MRS.,DESTINY,DAVIS,2/9/1958,M,F,destiny5@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
11750,MRS.,LATOYA,SHE,3/24/1968,M,F,latoya0@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
11753,MRS.,FELICIA,ORTEGA,3/18/1970,M,F,felicia20@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y
11755,MR.,WILLIE,PAL,5/15/1968,M,M,willie31@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
11756,MRS.,LINDA,ORTEGA,9/13/1968,S,F,linda37@adventure-works.com,"$60,000 ",2,Bachelors,Professional,N
11769,MS.,HALEY,HERNANDEZ,8/17/1973,S,F,haley53@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
11770,MR.,PETER,NARA,8/23/1973,S,M,peter21@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
11782,MRS.,BARBARA,JAI,3/17/1971,M,F,barbara42@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
11785,MR.,THEODORE,DIAZ,2/25/1972,M,M,theodore3@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
11788,MRS.,DESTINY,JAMES,2/19/1972,S,F,destiny43@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
11794,MRS.,LAUREN,ROSS,11/1/1969,S,F,lauren51@adventure-works.com,"$40,000 ",2,Bachelors,Skilled Manual,Y
11800,MRS.,JENNIFER,BAKER,11/7/1969,M,F,jennifer19@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11801,MR.,AARON,SHARMA,9/16/1969,M,M,aaron30@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11804,MRS.,HALEY,TURNER,4/18/1971,M,F,haley44@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11806,MRS.,JENNIFER,STEWART,8/10/1971,M,F,jennifer52@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
11807,MR.,LUCAS,BAKER,9/4/1971,M,M,lucas48@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
11808,MR.,JAMES,PARKER,4/12/1969,M,M,james57@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
11814,MR.,DALTON,MORGAN,7/8/1970,M,M,dalton84@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
11821,MR.,AUSTIN,JOHNSON,4/15/1966,M,M,austin40@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11822,MS.,ROHINTON,WADIA,6/13/1966,M,F,rohinton1@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
11832,MS.,ZOE,MURPHY,4/5/1965,S,F,zoe13@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
11838,MR.,JUSTIN,RODRIGUEZ,2/9/1965,S,M,justin48@adventure-works.com,"$80,000 ",3,Bachelors,Skilled Manual,N
11849,MRS.,FAITH,REED,9/13/1964,S,F,faith36@adventure-works.com,"$50,000 ",4,Bachelors,Skilled Manual,Y
11852,MR.,KYLE,RUSSELL,10/25/1963,S,M,kyle15@adventure-works.com,"$60,000 ",4,Bachelors,Professional,N
11855,MR.,CHRISTIAN,WALKER,8/13/1963,M,M,christian44@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
11856,MR.,SETH,HERNANDEZ,8/17/1963,M,M,seth26@adventure-works.com,"$60,000 ",3,Graduate Degree,Professional,Y
11860,MRS.,NICOLE,WALKER,1/9/1962,M,F,nicole23@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
11862,MRS.,OLIVIA,PETERSON,9/15/1961,S,F,olivia40@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11865,MRS.,CHLOE,RIVERA,2/6/1961,M,F,chloe54@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11867,MR.,NATHANIEL,JAMES,4/24/1960,M,M,nathaniel0@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
11876,MRS.,MADISON,WHITE,11/13/1960,M,F,madison13@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11877,MRS.,ALEXIS,DIAZ,10/7/1960,M,F,alexis45@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11880,MRS.,MELISSA,SANCHEZ,8/20/1959,M,F,melissa40@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11897,MR.,ORLANDO,ASHE,11/28/1968,S,M,orlando5@adventure-works.com,"$60,000 ",2,Bachelors,Professional,N
11908,MR.,RAFAEL,TANG,7/11/1966,S,M,rafael27@adventure-works.com,"$80,000 ",5,Graduate Degree,Management,Y
11913,MRS.,REBECCA,ROBINSON,6/11/1965,M,F,rebecca3@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
11914,MS.,MEAGAN,RANA,5/8/1968,S,F,meagan11@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
11915,MR.,PHILIP,CARLSON,3/16/1968,S,M,philip17@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
11916,MR.,JOE,RANA,9/7/1965,S,M,joe14@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
11917,MR.,ROY,SANZ,10/22/1965,S,M,roy40@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
11922,MR.,JAMES,DAVIS,8/20/1968,S,M,james80@adventure-works.com,"$90,000 ",4,Partial College,Skilled Manual,N
11940,MR.,TYLER,MILLER,7/12/1977,M,M,tyler11@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
11945,MR.,DENNIS,HUANG,9/11/1980,M,M,dennis7@adventure-works.com,"$20,000 ",0,Partial College,Skilled Manual,N
11948,MRS.,TASHA,XU,4/10/1951,M,F,tasha5@adventure-works.com,"$30,000 ",3,High School,Skilled Manual,Y
11952,MR.,DOROTHY,ROBINSON,9/23/1954,S,M,dorothy3@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N
11953,MS.,COURTNEY,WRIGHT,9/4/1975,S,F,courtney16@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
11961,MS.,ANNE,ALVAREZ,6/24/1973,S,F,anne5@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
11962,MS.,ALEXANDRA,ROBERTS,11/28/1976,S,F,alexandra47@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
11964,MR.,SHARON,SALAVARIA,2/17/1956,S,M,sharon4@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N
11967,MRS.,LATASHA,MUNOZ,2/10/1957,S,F,latasha7@adventure-works.com,"$80,000 ",2,High School,Professional,Y
11968,MS.,KELSEY,BECKER,10/21/1958,S,F,kelsey19@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N
11969,MR.,RANDY,XU,7/25/1958,S,M,randy14@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N
11970,MS.,BAILEY,COLLINS,11/16/1973,S,F,bailey22@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
11975,MS.,DESTINY,GARCIA,10/4/1974,S,F,destiny16@adventure-works.com,"$60,000 ",0,High School,Professional,N
11976,MRS.,AUDREY,RAMOS,5/26/1959,S,F,audrey19@adventure-works.com,"$120,000 ",1,Bachelors,Management,N
11977,MS.,BONNIE,JAI,5/23/1959,M,F,bonnie17@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
11982,MRS.,ALEXANDRA,FOSTER,4/4/1957,S,F,alexandra37@adventure-works.com,"$60,000 ",2,High School,Professional,Y
11986,MR.,MAX,ALVAREZ,7/24/1963,S,M,max5@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
11990,MRS.,JOANNA,VAZQUEZ,7/15/1962,S,F,joanna13@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
11994,MS.,LEAH,HU,10/22/1966,S,F,leah16@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N
11997,MRS.,KRISTINA,KAPOOR,4/7/1960,M,F,kristina1@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
